,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2
3008,13712,75,2.0,43.7775387801816,27.119771373230787,5.0,3,5.0,1961,0.122090347,B,B,29,6566,7,1894.0,4,0,B
1648,6561,9,1.0,40.34792614888365,19.86336203694156,9.0,8,16.0,1998,0.161531741,B,B,25,5648,1,30.0,2,4,B
2391,10816,51,3.0,97.88933216939984,58.64056425285965,12.0,4,5.0,1929,0.015016892,B,B,17,3079,59,2890.0,0,8,B
590,3498,61,3.0,55.90176333745461,37.0475336969264,6.0,1,9.0,1978,0.300322518,B,B,52,10311,6,,1,9,B
231,3704,74,2.0,81.74242020435544,80.35559944003701,1.0,7,24.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
2201,13149,61,3.0,62.640705780720175,38.69475948375825,8.0,5,9.0,1974,0.300322518,B,B,52,10311,6,,1,9,B
1658,13285,9,2.0,61.99442161414454,38.9202534582369,10.0,3,17.0,1995,0.161531741,B,B,25,5648,1,30.0,2,4,B
4506,9314,124,2.0,43.81262188608829,25.455828228739005,6.0,11,12.0,1968,0.122090347,B,B,29,6566,7,1894.0,4,0,B
189,13628,44,2.0,46.64393867521876,29.78020411928357,5.0,7,5.0,1969,0.122190486,B,B,25,4724,2,1308.0,1,3,B
2228,4580,126,3.0,81.85559315676657,52.7250014468629,8.0,6,7.0,1955,0.333891544,B,B,30,6564,1,,0,0,B
1373,9286,3,1.0,34.74345696404944,19.77211048020402,6.0,5,9.0,1971,0.265088676,B,B,37,5288,0,1937.0,3,2,B
4057,10707,99,2.0,46.47378108552893,31.931702019735926,6.0,7,9.0,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3274,5708,45,2.0,61.91108021112278,59.83682623173718,10.0,14,24.0,2017,0.195781053,B,B,23,5212,6,,3,2,B
325,8086,30,1.0,38.5997459509462,,1.0,12,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
4765,4669,27,1.0,85.23154022644158,5.144774701033423,1.0,3,1.0,1977,0.017647053,B,B,2,469,0,,0,0,B
3097,7893,53,3.0,51.58552002740611,33.72516586191027,6.0,3,9.0,1991,0.313924552,B,B,22,4625,11,3855.0,2,10,B
2548,5962,62,2.0,45.94496610488071,31.70647758127355,5.0,3,5.0,1965,0.072157581,B,B,2,629,1,,0,0,A
2736,423,41,3.0,66.30862704655637,42.05069835873637,7.0,12,12.0,1985,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
450,2844,1,2.0,64.78505452410977,31.7687144592152,12.0,7,17.0,2014,0.007122317,B,B,1,264,0,,0,1,B
1344,5506,1,3.0,82.8911227927767,,1.0,16,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1000,13218,93,3.0,137.33758325777274,,1.0,1,3.0,1977,0.004949358,B,B,0,186,0,,0,0,B
4385,375,27,2.0,63.323765290432846,,1.0,14,1.0,1977,0.072157581,B,B,2,629,1,,0,0,A
1263,3517,17,1.0,44.73602938820833,19.261716632845086,10.0,15,24.0,2011,0.093442564,B,B,23,4635,5,3300.0,2,4,B
527,1946,55,3.0,76.99346766547983,42.50614640010587,10.0,6,14.0,1998,0.041365446,B,B,31,5569,0,,1,4,B
891,244,1,2.0,75.43590521864608,,0.0,7,0.0,1977,0.014580716,B,B,3,760,1,,0,0,B
2518,4729,141,2.0,43.70337950452935,29.13539352830421,6.0,5,5.0,1962,0.0,B,B,23,3684,2,,0,4,B
2920,12729,25,2.0,52.825522926486606,34.158729359199,8.0,15,17.0,1997,0.069753361,B,B,53,13670,4,,1,11,B
718,3852,58,1.0,49.90641027517503,1.8738337457440823,1.0,6,1.0,2018,0.43788524,B,B,23,5735,3,1084.0,0,5,B
979,3022,83,1.0,42.70103167477756,19.38302869738532,7.0,16,17.0,2000,0.0077202819999999,B,B,38,4788,2,,0,4,B
964,217,80,2.0,59.439562966402455,33.991547282041424,10.0,11,17.0,1989,0.0,B,B,39,8647,0,810.0,0,5,B
2360,5946,27,1.0,45.69758930049447,,0.0,3,0.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4967,4429,122,1.0,39.590558894329575,23.87013890280072,8.0,8,14.0,1997,0.033493708,B,B,66,10573,1,1322.0,3,8,B
3139,14510,30,2.0,58.93937457846889,56.46571895127956,1.0,3,2.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
7,2471,2,2.0,48.172968708932885,29.9242044182394,6.0,4,9.0,1974,0.0,B,B,33,7425,1,,2,5,B
167,5113,41,1.0,40.83976184730634,21.01303218683933,7.0,5,14.0,2004,0.175054867,B,B,36,10055,3,,1,0,B
320,11832,96,1.0,38.46842132454913,23.35043108622961,8.0,9,17.0,1994,0.041116354,B,B,53,14892,4,,1,4,B
2429,7061,1,2.0,64.09894328879163,,1.0,15,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2833,13623,144,1.0,37.03361252815829,21.122723987607728,5.0,3,5.0,1959,0.306977489,B,B,27,5148,14,1575.0,5,7,B
4696,15912,39,3.0,69.84372970580078,47.66855555161053,6.0,9,8.0,1974,0.428825818,B,B,25,5011,8,730.0,0,2,B
3962,8129,15,2.0,53.70701520720802,33.348647583462736,9.0,10,14.0,2006,0.158249043,B,B,21,5731,0,,1,0,B
3919,9108,127,1.0,38.18020308714488,16.554307939008208,9.0,5,9.0,1964,0.486245621,B,B,13,2514,19,,0,6,B
804,6794,1,2.0,55.24523690270964,,1.0,11,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1728,5501,27,1.0,35.059532650574965,,1.0,8,25.0,2015,0.072157581,B,B,2,629,1,,0,0,A
1981,1435,111,4.0,52.86610662396232,32.52834239691611,8.0,15,17.0,1987,0.093442564,B,B,23,4635,5,3300.0,2,4,B
3348,12228,73,2.0,74.76070352620415,73.27969400365927,1.0,12,24.0,2017,0.042031587,B,B,37,6856,84,1940.0,2,5,B
3135,3325,27,2.0,63.30607472090525,,1.0,14,1.0,1977,0.011654127,B,B,4,915,0,,0,0,B
1500,1930,128,2.0,51.04718031473156,28.442102110059896,6.0,7,9.0,1979,0.041116354,B,B,53,14892,4,,1,4,B
4296,13706,23,3.0,81.00345522474205,2.3668688161385183,1.0,5,5.0,2017,0.034656082,B,B,0,168,0,,0,0,B
4585,10907,176,2.0,56.61635567935786,34.31706356038631,7.0,5,5.0,1960,0.08761909,B,B,8,1497,5,,1,0,B
4195,4245,27,2.0,65.74084235281127,38.210692638060216,9.0,4,17.0,2016,0.211401214,B,B,9,1892,0,,0,1,B
1929,12316,183,4.0,157.97610124554296,101.04048496167265,12.0,7,8.0,1908,0.246623602,B,B,14,2940,45,,3,6,B
488,14106,6,2.0,67.93371378171004,,12.0,11,17.0,1977,0.243204519,B,B,5,1564,0,540.0,0,0,B
1902,16109,46,1.0,41.15774223043197,40.40705904799749,1.0,18,1.0,2014,0.0,B,B,47,11319,0,1145.0,3,5,B
3077,7546,47,3.0,72.32531824519553,44.51246751549015,8.0,18,16.0,1982,0.101872465,B,B,23,4583,3,,3,3,B
2876,3531,3,1.0,38.052598703234246,22.84464460709457,9.0,5,14.0,1975,0.050900058,B,B,43,10621,1,30.0,2,3,B
723,13019,61,3.0,80.24691727918831,44.63365268207421,9.0,9,22.0,1997,0.300322518,B,B,52,10311,6,,1,9,B
4311,15028,27,2.0,42.40873386310217,44.43031419727217,1.0,9,1.0,2016,0.072157581,B,B,2,629,1,,0,0,A
3584,11962,59,1.0,45.57308066621864,45.490972650885226,0.0,11,11.0,2015,0.019508796,B,B,37,7687,11,176.0,5,5,B
4124,13451,12,1.0,42.83419361349053,21.95000227935471,8.0,4,12.0,1995,0.090799103,B,B,74,19083,2,,5,15,B
4960,15412,23,2.0,52.74380771589729,,0.0,4,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
4363,2828,107,3.0,57.23025574661038,45.06110866491122,5.0,5,5.0,1962,0.050272014,B,B,21,4231,14,1020.0,0,3,B
1901,6343,53,1.0,35.77227631508761,20.554842478626117,6.0,6,9.0,1971,0.313924552,B,B,22,4625,11,3855.0,2,10,B
1818,13261,1,2.0,64.19629906059468,,10.0,23,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2509,6270,12,2.0,63.85426025109717,38.91967690165871,10.0,5,14.0,1999,0.090799103,B,B,74,19083,2,,5,15,B
800,1535,22,2.0,43.213174005294114,25.35299675003203,5.0,6,5.0,1966,0.133215333,B,B,49,11395,3,1406.0,3,4,A
4458,14579,27,3.0,77.38424831726405,76.90490253082197,10.0,12,19.0,2016,0.211401214,B,B,9,1892,0,,0,1,B
1149,6238,98,1.0,42.28162538883213,19.001186762555854,9.0,10,16.0,1979,0.195781053,B,B,23,5212,6,,3,2,B
1593,10492,61,3.0,62.98164127322982,39.95794739049353,8.0,4,9.0,1981,0.300322518,B,B,52,10311,6,,1,9,B
2002,16552,77,1.0,39.07562651405264,24.667401018065,8.0,10,16.0,1977,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
1534,4392,1,1.0,50.12441454430577,,1.0,18,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2337,16490,30,3.0,79.43143469050823,,1.0,6,1.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2828,7818,64,2.0,62.35435304869736,34.27655543777236,10.0,23,22.0,1990,0.135649789,B,B,46,7960,6,350.0,3,11,B
2742,7924,79,2.0,59.10899824460973,31.05475299284512,13.0,2,25.0,2014,0.307466659,B,A,30,5048,9,325.0,2,5,B
368,7609,23,2.0,55.512596232854136,,10.0,5,20.0,1977,0.034656082,B,B,0,168,0,,0,0,B
4148,10877,9,3.0,87.32609655242695,48.701134930089786,10.0,20,22.0,1988,0.136244425,B,B,11,2370,0,,0,1,B
3752,3740,3,2.0,72.74595595639953,44.65713945684272,12.0,8,15.0,2013,0.050900058,B,B,43,10621,1,30.0,2,3,B
2693,13618,23,2.0,53.1267397766088,,1.0,3,3.0,1977,0.005767451,B,B,1,388,0,,0,0,B
4746,9667,113,1.0,36.12814713767463,21.38731838888617,6.0,7,9.0,1972,0.060753049,B,B,15,2787,2,520.0,0,7,B
210,2074,111,3.0,65.18352658134758,44.662289119219686,7.0,6,12.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
561,4979,44,1.0,32.99127328274289,25.16395937701384,5.0,9,9.0,1963,0.232205084,B,B,24,4860,1,80.0,0,3,B
3219,7751,27,2.0,64.43782442464634,,7.0,8,0.0,1977,0.017647053,B,B,2,469,0,,0,0,B
1108,3642,57,2.0,47.93619512775221,29.93650752089387,6.0,8,9.0,1974,0.133215333,B,B,49,11395,3,1406.0,3,4,A
4504,54,34,2.0,59.94254484524704,,1.0,5,1.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
2633,11903,80,1.0,34.9197230700468,20.70327758695679,6.0,5,9.0,1976,0.0,B,B,39,8647,0,810.0,0,5,B
4795,15567,87,2.0,53.063084301863526,31.784614163021487,8.0,5,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
748,655,23,1.0,43.01731875778312,21.77637071863657,10.0,13,25.0,2013,0.075778755,B,B,6,1437,3,,0,2,B
360,6886,155,1.0,33.07777294208548,17.98219482650871,7.0,7,12.0,1972,0.042307271,B,B,17,2810,9,4849.0,3,6,B
4042,1899,76,3.0,102.78122046187325,58.28680183308729,13.0,22,21.0,2012,0.0,B,B,7,1660,39,1786.0,1,5,B
140,9647,62,3.0,93.27499912297137,,1.0,5,3.0,1977,0.072157581,B,B,2,629,1,,0,0,A
4974,11573,93,1.0,42.08341868612245,21.082349339927205,10.0,4,17.0,2016,0.521867054,B,B,25,6149,0,,0,0,B
3366,14354,1,3.0,81.59204078987732,,1.0,6,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2984,10363,55,1.0,40.545484353832585,23.2474337522083,8.0,5,14.0,1998,0.041365446,B,B,31,5569,0,,1,4,B
3125,2189,105,3.0,82.97647798045172,53.73694762608903,9.0,6,5.0,1960,0.069660344,B,B,31,6119,4,,1,2,B
390,13133,61,3.0,64.6180322495841,47.29265345306051,6.0,7,9.0,1969,0.298204575,B,B,16,4048,3,,1,3,B
208,9513,26,1.0,39.230346913798826,20.93877136890088,7.0,9,17.0,2000,0.0,B,B,36,6714,2,2672.0,0,2,B
2783,2343,119,1.0,35.64458288090695,22.99131673208244,5.0,7,9.0,1964,0.000995363,B,B,42,7651,1,,1,5,B
2298,4639,144,1.0,42.519325701253024,22.445487671918357,8.0,16,17.0,1991,0.306977489,B,B,27,5148,14,1575.0,5,7,B
2653,4937,77,4.0,82.28700074551902,54.03737422339668,8.0,4,12.0,1976,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
4136,6026,113,2.0,46.55958008783286,33.30825412830499,6.0,2,9.0,1969,0.050755569,B,B,24,5469,1,145.0,0,1,B
2466,1616,30,1.0,42.89863448132304,44.623533723236285,1.0,4,17.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
2265,15927,105,1.0,41.540167522718846,19.64646026142736,9.0,4,16.0,1977,0.069660344,B,B,31,6119,4,,1,2,B
673,3319,48,2.0,50.62700649726228,48.79007897495828,6.0,12,12.0,1981,0.041124634,B,B,46,9515,5,,1,10,B
1702,4722,104,4.0,81.55730568866873,81.6473778021562,11.0,10,10.0,1955,0.212515361,B,B,19,3293,16,628.0,3,7,B
1317,4819,31,3.0,61.22696118742204,49.0405886972996,5.0,4,5.0,1960,0.151346216,B,A,32,5889,10,830.0,4,1,B
3537,5953,86,3.0,68.09305961156245,45.60109727430164,7.0,12,12.0,1973,0.161975568,B,A,31,7010,5,4508.0,3,7,B
3412,2949,13,1.0,40.98328213991604,19.19828155783865,9.0,27,25.0,2002,0.090799103,B,B,74,19083,2,,5,15,B
4550,197,27,1.0,37.6541271074997,5.480478757001055,1.0,6,17.0,1977,0.011654127,B,B,4,915,0,,0,0,B
1258,3,3,1.0,30.1854826175857,14.810572765104446,6.0,4,9.0,1970,0.265088676,B,B,37,5288,0,1937.0,3,2,B
1539,4304,31,3.0,79.1999006785866,52.59950397413879,9.0,5,5.0,1957,0.151346216,B,A,32,5889,10,830.0,4,1,B
143,8604,119,3.0,52.15680548100367,35.33304545857853,6.0,1,9.0,1971,0.033493708,B,B,66,10573,1,1322.0,3,8,B
4091,8502,23,1.0,43.38344767685091,39.63523541755307,1.0,3,4.0,2017,0.034656082,B,B,0,168,0,,0,0,B
3344,10019,101,1.0,41.92787017394517,23.462679560908672,9.0,15,14.0,1977,0.225824954,A,B,41,6558,7,1548.0,3,2,B
2250,11998,29,3.0,59.72347619098362,45.624554173736925,5.0,7,5.0,1973,0.069660344,B,B,31,6119,4,,1,2,B
3656,2105,64,2.0,45.49324016030646,32.02256473486102,6.0,4,9.0,1974,0.135649789,B,B,46,7960,6,350.0,3,11,B
4576,11570,164,2.0,56.3222605169417,34.789180406870955,7.0,2,9.0,1966,0.486245621,B,B,13,2514,19,,0,6,B
2839,987,45,3.0,82.06737828974852,,1.0,8,17.0,2015,0.195781053,B,B,23,5212,6,,3,2,B
3523,16727,6,3.0,76.82031094337486,43.19516397854557,12.0,15,17.0,2008,0.243204519,B,B,5,1564,0,540.0,0,0,B
2106,8290,2,2.0,48.652370358639295,45.78068717602541,5.0,15,14.0,1971,0.309479124,B,B,35,7715,4,990.0,0,6,B
3190,13249,59,3.0,110.2037442973761,4.461720777008472,1.0,6,1.0,1977,0.019508796,B,B,37,7687,11,176.0,5,5,B
307,13734,1,1.0,46.16472014006946,,1.0,4,24.0,1977,0.007122317,B,B,1,264,0,,0,1,B
4240,4761,88,1.0,38.320988539255815,20.762735529415764,9.0,10,12.0,1973,0.127375905,B,B,43,8429,3,,3,9,B
1894,4976,52,2.0,45.87749808411965,30.578283348672443,5.0,9,9.0,1982,0.371148999,B,B,34,7065,1,750.0,2,5,B
2415,13040,90,1.0,25.32956717760796,16.186487513699433,3.0,5,5.0,1966,0.265088676,B,B,37,5288,0,1937.0,3,2,B
3327,9837,25,3.0,118.75438778381636,67.49633649811514,12.0,14,25.0,2011,0.069753361,B,B,53,13670,4,,1,11,B
3653,786,2,3.0,77.07459905232528,42.920592368173295,8.0,14,14.0,1997,0.309479124,B,B,35,7715,4,990.0,0,6,B
4088,6553,34,4.0,122.37527320536724,0.3334899423857579,0.0,9,0.0,1977,0.069753361,B,B,53,13670,4,,1,11,B
471,14410,167,2.0,57.906996484887685,35.62563715026764,6.0,8,6.0,1941,0.050272014,B,B,21,4231,14,1020.0,0,3,B
3069,3906,30,1.0,43.901344559400655,,1.0,12,12.0,1977,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
756,11870,185,3.0,76.54322466475195,47.531757781573006,10.0,5,17.0,1991,0.025609157,B,B,33,5261,0,240.0,3,1,B
103,1079,34,1.0,39.05226829839874,22.94743007209727,10.0,17,22.0,1995,0.069753361,B,B,53,13670,4,,1,11,B
4579,10286,1,1.0,38.057566250785925,,0.0,3,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
3670,2954,101,2.0,66.37993522789452,37.189996377501394,6.0,4,5.0,1957,0.225824954,A,B,41,6558,7,1548.0,3,2,B
2739,4974,35,1.0,44.48147638192804,35.85557669810768,10.0,6,17.0,2015,0.089039719,B,B,33,7976,5,,0,11,B
595,2526,28,1.0,44.97697542948097,23.877165513034463,8.0,4,14.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
4167,9133,1,2.0,66.22350267159153,,1.0,18,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1266,8995,28,2.0,55.98941167215157,29.41056658606215,11.0,2,16.0,1990,0.118537385,B,B,30,6207,1,1183.0,1,0,B
992,13553,94,2.0,60.622250468032114,,0.0,23,24.0,1977,0.282797669,B,B,33,8667,2,,0,6,B
3490,16195,1,1.0,39.37168113402182,,1.0,7,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
2929,9448,74,1.0,51.220307798433225,,1.0,5,17.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
65,13456,6,1.0,38.90624910827649,22.77818604424768,6.0,9,17.0,2015,0.243204519,B,B,5,1564,0,540.0,0,0,B
2244,4849,23,1.0,33.989705343871414,28.426488226864,1.0,3,9.0,2016,0.034656082,B,B,0,168,0,,0,0,B
774,12223,53,3.0,77.99182738418466,48.48124954632401,10.0,9,16.0,1982,0.049637257,B,B,34,7759,0,229.0,1,3,B
4684,6954,74,1.0,50.22329815561478,,1.0,17,1.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
128,13843,67,2.0,51.682261332764966,35.31000186274971,6.0,5,12.0,1980,0.100455735,B,B,43,7227,0,,1,6,A
2936,6077,1,1.0,47.569245727689925,,1.0,8,17.0,1977,0.007122317,B,B,1,264,0,,0,1,B
1418,7871,47,1.0,39.09697007688106,21.30746196984717,8.0,6,16.0,1984,6.99893e-05,B,B,46,10309,1,240.0,1,16,B
2609,14024,198,2.0,47.47728056946219,31.06946596163971,5.0,2,5.0,1970,0.006076152,B,B,30,5285,0,645.0,6,6,B
2198,7766,62,1.0,42.025773444829504,23.477270004349588,8.0,10,17.0,1989,0.002211665,B,B,39,7614,3,,1,5,A
4098,3098,99,1.0,38.4619337494872,21.525432468888223,7.0,3,17.0,2002,0.012338886,B,B,35,5776,1,2078.0,2,4,B
2619,11189,23,1.0,45.56747985151123,,0.0,22,25.0,1977,0.075778755,B,B,6,1437,3,,0,2,B
1323,13576,40,2.0,56.28031161619775,35.36073381290812,7.0,3,9.0,1971,0.200146802,B,B,23,3975,8,770.0,2,0,B
2433,13452,84,2.0,46.01779955512664,27.66229520323308,5.0,8,9.0,1973,0.006076152,B,B,30,5285,0,645.0,6,6,B
1646,5351,30,1.0,41.61762712605238,22.039703539110608,1.0,16,22.0,2015,7.81528e-05,B,B,22,6398,141,1046.0,3,23,B
1250,6933,37,2.0,77.16846718175584,36.89155015314615,13.0,4,6.0,2010,0.127811589,B,B,28,7287,5,320.0,1,3,B
